ad_cv_id,question,answer
157614237-464768,bạn từng làm công việc gì?,Tôi từng làm công việc dịch vụ ô tô
157614237-2888128,hiện tại bạn đang sinh sống ở đâu?,"thuận giao 
"
157614237-2888128,bạn từng làm công việc gì?,"công ty 
"
157614237-2901366,hiện tại bạn đang sinh sống ở đâu?,Bình chuẩn thuận an bình dương
157614237-2901366,bạn từng làm công việc gì?,Pha chế vs công nhân
157614237-2983343,hiện tại bạn đang sinh sống ở đâu?,Thủ Dầu Một - Bình Dương
157614237-2983343,bạn từng làm công việc gì?,Kinh doanh tự do 17 năm - Công nhân 4 năm - Giám sát quạt Asia 1 năm - Nhân viên kinh doanh Cty TNHH Kim Dư 1 năm
157614237-3004171,hiện tại bạn đang sinh sống ở đâu?,"Phường Hoà Phú, TP Thủ Dầu Một, Bình Dương"
157614237-3004171,bạn từng làm công việc gì?,"Từng làm sale mảng smartphone, tài chính, NV nhận hàng NPP siêu thị AEON"
157645185-2896482,hiện tại bạn đang sinh sống ở đâu?,thành phố vũng tàu
157645185-2896482,bạn từng làm công việc gì?,"Nhân viên bán hàng , Shipper . "
158292171-464184,hiện tại bạn đang sinh sống ở đâu?,Thủ Dầu Một Bình Dương
158292171-464184,bạn từng làm công việc gì?,"Sale KFC
Admin bưu cục"
158292171-2985831,hiện tại bạn đang sinh sống ở đâu?,"Tân Uyên , Bình Dương"
158292171-2985831,bạn từng làm công việc gì?,Thu Ngân
158453890-476080,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Dạ em đang ở tại khu vực TP
Bà Rịa"
158453890-476080,bạn từng làm công việc gì rồi?,"Em làm sale sản phẩm điện thoại,
sale ô tô,"
158453890-480478,hiện tại bạn đang sinh sống tại địa chỉ nào?,Xa kim long huyen chau đúc brvt
158453890-480478,bạn từng làm công việc gì rồi?,Làm sieu thị coopmat
158453890-3011981,hiện tại bạn đang sinh sống tại địa chỉ nào?,"phước hưng , long điền , brvt"
158453890-3011981,bạn từng làm công việc gì rồi?,"tài xế , tiếp thị"
158512847-468495,hiện tại bạn đang sinh sống tại địa chỉ nào?,Dĩ An Bình Dương
158512847-468495,bạn từng làm công việc gì rồi?,"Phó Ca công ty SPM, CSKH, chuyên viên tư Vấn giải đáp thắc mắc vấn đề khách hàng đang mắc phải"
158512847-474979,hiện tại bạn đang sinh sống tại địa chỉ nào?,Vĩnh phú 41 thuận an bình dương
158512847-474979,bạn từng làm công việc gì rồi?,"Đã từng làm sale 
"
158512847-487267,hiện tại bạn đang sinh sống tại địa chỉ nào?,Thành phố Thủ Đức
158512847-487267,bạn từng làm công việc gì rồi?,"Tư vấn Tuyển sinh, Chăm sóc khách hàng."
158512847-487268,hiện tại bạn đang sinh sống tại địa chỉ nào?,Bình Dương
158512847-487268,bạn từng làm công việc gì rồi?,Chăm sóc khách hàng
158512847-494427,hiện tại bạn đang sinh sống tại địa chỉ nào?,Dĩ An
158512847-494427,bạn từng làm công việc gì rồi?,nhiều việc
158512847-496291,hiện tại bạn đang sinh sống tại địa chỉ nào?,Bình Dương
158512847-496291,bạn từng làm công việc gì rồi?,thu ngân phục vụ nhân viên
158512847-497896,hiện tại bạn đang sinh sống tại địa chỉ nào?,THUẬN An _ Bình Dương
158512847-497896,bạn từng làm công việc gì rồi?,"Sale Thị trường hàng Cafe ( hơn 1 năm ) , 4 tháng sale ngành nước giải khát ."
158512847-498686,hiện tại bạn đang sinh sống tại địa chỉ nào?,Bình An- Dĩ An- Bình Dương
158512847-498686,bạn từng làm công việc gì rồi?,công ty  điện tử
158512847-3020799,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Đường lê văn tiên , khu phố Đông Chiêu , phường Tân Đông Hiệp , Dĩ An Bình Dương "
158512847-3020799,bạn từng làm công việc gì rồi?,Làm kho vận hành cho công ty thể thao BulBal
158512847-3024645,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Phường tân đông hiệp, Tp Dĩ An"
158512847-3024645,bạn từng làm công việc gì rồi?,"Nhân viên kinh doanh, nhân viên thị trường"
158512847-3026430,hiện tại bạn đang sinh sống tại địa chỉ nào?,Kp4 phường bình đa biên hoà đồng nai
158512847-3026430,bạn từng làm công việc gì rồi?,Tài xế và nhân viên sale
158512847-3034247,hiện tại bạn đang sinh sống tại địa chỉ nào?,Hẻm 371 lý thường kiệt dĩ an bình dương
158512847-3034247,bạn từng làm công việc gì rồi?,Sale bánh kinh đô
158512847-3037366,hiện tại bạn đang sinh sống tại địa chỉ nào?,Dĩ an bình dương
158512847-3037366,bạn từng làm công việc gì rồi?,"Nhân viên bán điện thoại
Tài xế "
158512847-3038826,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Dĩ an Bình Dương 
"
158512847-3038826,bạn từng làm công việc gì rồi?,Công nhân
158512847-3041035,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Số 84 Nguyễn Đình Chiểu , kp đông A , phường đông hòa, dĩ An, Bình Dương"
158512847-3041035,bạn từng làm công việc gì rồi?,Sale nước hoa dubai
158512847-3052094,hiện tại bạn đang sinh sống tại địa chỉ nào?,Thuận Giao Thuận An Bình Dương
158512847-3052094,bạn từng làm công việc gì rồi?,"2016 -2023 nv sale điện máy gia dụng, điện tử. 2023 -6.2024 nv kho xe máy cửa hàng head Honda 
"
158512847-3062976,hiện tại bạn đang sinh sống tại địa chỉ nào?,"TP Dĩ An, Bình Dương"
158512847-3062976,bạn từng làm công việc gì rồi?,"- 1 năm kinh nghiệm kỹ thuật cơ khí 
- 2 năm kinh nghiệm kỹ thuật điện tử
- 4 năm kinh nghiệm sale ngành dầu nhớt + phụ tùng xe máy."
158512847-3065401,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Thuận an bình dương 
"
158512847-3065401,bạn từng làm công việc gì rồi?,Đa từng làm sale
158512847-3075672,hiện tại bạn đang sinh sống tại địa chỉ nào?,Dĩ an
158512847-3075672,bạn từng làm công việc gì rồi?,Sale
158512847-3086864,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Khu Phố Quyết Thắng , Phường Bình Thắng , TP Dĩ An , Bình Dương"
158512847-3086864,bạn từng làm công việc gì rồi?,Đã từng làm bên Lĩnh vực kinh doanh BĐS
158512847-3088249,hiện tại bạn đang sinh sống tại địa chỉ nào?,Dĩ an
158512847-3088249,bạn từng làm công việc gì rồi?,Sale bds sữa chcữa xe cơ giới
158512847-3098719,hiện tại bạn đang sinh sống tại địa chỉ nào?,khu phố thống nhất 1 di an bình dương
158512847-3098719,bạn từng làm công việc gì rồi?,làm đau bếp
158512847-3100697,hiện tại bạn đang sinh sống tại địa chỉ nào?,dĩ an
158512847-3100697,bạn từng làm công việc gì rồi?,sale thị thường
158512847-3101362,hiện tại bạn đang sinh sống tại địa chỉ nào?,"phường tân đông hiệp, tx dĩ an, Bình Dương "
158512847-3101362,bạn từng làm công việc gì rồi?,bán hàng nước giải c3
158512847-3103447,hiện tại bạn đang sinh sống tại địa chỉ nào?,Tân Uyên
158512847-3103447,bạn từng làm công việc gì rồi?,SI
158512847-3111380,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Chung cư Bcon Garden, 25A Phạm Hữu Lầu Khu phố thống nhất 1"
158512847-3111380,bạn từng làm công việc gì rồi?,"Lễ tân, hành chính văn phòng, telesale, sale"
158512847-3116195,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Lái thiêu, thuận an, bình dương"
158512847-3116195,bạn từng làm công việc gì rồi?,"Bán hàng mobifone, bán hàng điện máy"
158512847-3116702,hiện tại bạn đang sinh sống tại địa chỉ nào?,"tân uyên, Bình Dương"
158512847-3116702,bạn từng làm công việc gì rồi?,sale rượu vang
158512847-3137616,hiện tại bạn đang sinh sống tại địa chỉ nào?,Thuận an
158512847-3137616,bạn từng làm công việc gì rồi?,Sale xe máy bán quán cơm bán hàng onl
158512847-3141488,hiện tại bạn đang sinh sống tại địa chỉ nào?,An Bình dĩ An Bình Dương
158512847-3141488,bạn từng làm công việc gì rồi?,Kế toán thủ kho
158512847-3163070,hiện tại bạn đang sinh sống tại địa chỉ nào?,Đang sinh sống tại dĩ an bình dương
158512847-3163070,bạn từng làm công việc gì rồi?,Đã từng làm sale của cty P&G.
158512847-3167980,hiện tại bạn đang sinh sống tại địa chỉ nào?,tân đông hiệp dĩ an bình dương
158512847-3167980,bạn từng làm công việc gì rồi?,"tư vấn bán hàng

"
158512847-3170670,hiện tại bạn đang sinh sống tại địa chỉ nào?,Tân Uyên
158512847-3170670,bạn từng làm công việc gì rồi?,bán hàng
158512847-3174878,hiện tại bạn đang sinh sống tại địa chỉ nào?,kp2 phú tân tdm bd
158512847-3174878,bạn từng làm công việc gì rồi?,giao nhận hàng hóa
158512847-3175685,hiện tại bạn đang sinh sống tại địa chỉ nào?,"364, Lê Hồng Phong, khu phố Tân Phú 1, Tân Bình, TP Dĩ An, Bình Dương "
158512847-3175685,bạn từng làm công việc gì rồi?,"Nhân viên văn phòng, nhân viên kho "
158512847-3177029,hiện tại bạn đang sinh sống tại địa chỉ nào?,tân phước khánh tân uyên bình dương
158512847-3177029,bạn từng làm công việc gì rồi?,cơ khí giày da
158512847-3181585,hiện tại bạn đang sinh sống tại địa chỉ nào?,dĩ an bình dương
158512847-3181585,bạn từng làm công việc gì rồi?,làm kho DHL. tai xế xe ôtô. làm nhân viên Viettel
158512847-3182560,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Thuận An, Bình Dương"
158512847-3182560,bạn từng làm công việc gì rồi?,Tiếp thị sữa và lễ Tân khách sạn
158512847-3183420,hiện tại bạn đang sinh sống tại địa chỉ nào?,Đồng Nai
158512847-3183420,bạn từng làm công việc gì rồi?,bán hàng kinh doanh onl
158512847-3187082,hiện tại bạn đang sinh sống tại địa chỉ nào?,"Dĩ an, bình dương "
158512847-3187082,bạn từng làm công việc gì rồi?,Làm tự do
158512847-3193216,hiện tại bạn đang sinh sống tại địa chỉ nào?,Linh xuân - Thủ Đức
158512847-3193216,bạn từng làm công việc gì rồi?,"Giao hàng kệ siêu thị, tạp hoá"
158512847-3194649,hiện tại bạn đang sinh sống tại địa chỉ nào?,"bến cát, bình dương"
158512847-3194649,bạn từng làm công việc gì rồi?,phục vụ
158512847-3194998,hiện tại bạn đang sinh sống tại địa chỉ nào?,"126, đường số 3, Dĩ An"
158512847-3194998,bạn từng làm công việc gì rồi?,"Lễ tân ks, Phục vụ Haidilao"
156519166-2752281,mong muốn công việc của bạn như nào?,"Vui vẻ hoà đồng với mọi người
"
157466314-451737,khi nào có thể bắt đầu công việc?,có thể làm ngay
157474899-2944930,khi nào có thể bắt đầu công việc?,Sẵn sàng bất kể khi nào
158072003-455875,khi nào có thể bắt đầu công việc?,Từ ngày 8/6/2024
158072003-468706,khi nào có thể bắt đầu công việc?,Đầu tháng 7
158073359-455590,khi nào có thể bắt đầu công việc?,Đang chờ việc
158073359-455590,phòng nhân sự sẽ liên hệ qua số điện thoại nào?,976772205
158073359-3115048,khi nào có thể bắt đầu công việc?,Nếu được nhận vào làm có thể bắt đầu luôn
158073359-3115048,phòng nhân sự sẽ liên hệ qua số điện thoại nào?,373674372
158073359-3125902,khi nào có thể bắt đầu công việc?,"bắt đầu luôn
"
158073359-3125902,phòng nhân sự sẽ liên hệ qua số điện thoại nào?,có
156765356-450164,bạn sẳng sàng tăng ca làm ngoài giờ?,"San sang 
"
156765356-2778121,bạn sẳng sàng tăng ca làm ngoài giờ?,Nếu trả lương hợp ls thì em ok hết
156765356-2780122,bạn sẳng sàng tăng ca làm ngoài giờ?,có
156765356-2784563,bạn sẳng sàng tăng ca làm ngoài giờ?,không tăng ca
156765356-2801342,bạn sẳng sàng tăng ca làm ngoài giờ?,có
156765356-2817834,bạn sẳng sàng tăng ca làm ngoài giờ?,"Em sẵn sàng hỗ trợ cửa hàng vào mọi lúc, học hỏi và cống hiến hết mình nhiều hơn"
156765356-2899973,bạn sẳng sàng tăng ca làm ngoài giờ?,Sẵn sàng nếu có khả năng
158521750-3059844,bạn sinh năm bao nhiêu ? quê bạn ở đâu ?,"2006 , Hà Nội "
156995447-2808157,bạn có kinh nghiệm làm quản lý kho các mặt hàng nào ???,"văn thư, tài liệu, các hàng bưu cục 
"
156995447-2845769,bạn có kinh nghiệm làm quản lý kho các mặt hàng nào ???,bạc đạn
156995447-2889006,bạn có kinh nghiệm làm quản lý kho các mặt hàng nào ???,"Giày dép, túi xách"
156995447-2895462,bạn có kinh nghiệm làm quản lý kho các mặt hàng nào ???,"Thiết bị máy móc , phụ tùng Oto , xe máy, thiết bị viễn thông."
156995447-2910192,bạn có kinh nghiệm làm quản lý kho các mặt hàng nào ???,Duoc phẩm
156995447-2916152,bạn có kinh nghiệm làm quản lý kho các mặt hàng nào ???,Nhân viên hành chính văn phòng
156995447-2954071,bạn có kinh nghiệm làm quản lý kho các mặt hàng nào ???,đã từng quản lí kho
156995727-2803578,bạn có kinh nghiệm chạy thị trường các khu vực nào ?,từ miền trung vào miền nam
156995727-2803578,"bạn có kinh nghiệm sale thị trường các mặt hàng , sản phẩm nào ?","hàng tiêu dùng, phụ tùng xe đạp. "
156995727-2815142,bạn có kinh nghiệm chạy thị trường các khu vực nào ?,Miền Nam
156995727-2815142,"bạn có kinh nghiệm sale thị trường các mặt hàng , sản phẩm nào ?",Có
156995727-2847350,bạn có kinh nghiệm chạy thị trường các khu vực nào ?,"Khảo sát, Tư vấn trực tiếp các nhà máy tại khu vực Miền Tây và Miền Đông"
156995727-2847350,"bạn có kinh nghiệm sale thị trường các mặt hàng , sản phẩm nào ?","Băng Tải, Động cơ giảm tốc và Vòng Bi bạc đạn"
156466701-2846761,khi nào bạn bắt đầu đi làm được?,Dạ mốt ạ
156466701-2860464,khi nào bạn bắt đầu đi làm được?,dạ 15/5 em có thể bắt đầu được ạ
156466701-2862569,khi nào bạn bắt đầu đi làm được?,2 tuần
156466701-2881867,khi nào bạn bắt đầu đi làm được?,Sau khi PV trao đổi cụ thể về công việc và thu nhập!
156466701-2892435,khi nào bạn bắt đầu đi làm được?,khoảng 1 tuần sau
156466701-2898605,khi nào bạn bắt đầu đi làm được?,Ngày T2 đầu tuần sau ạ
156574079-420652,công việc trước đây của bạn là gì?,KẾ TOÁN KHO
156574079-2905193,công việc trước đây của bạn là gì?,Điều phối sắp xếp hàng hoá trong kho
